timestamp,cpu_usage,memory_usage,net_io,disk_io,Name,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization
1/1/2024 3:55,81.8973897,34.50794758,248.5335276,171.294761,api-gateway-009,AWS,us-east,t2.micro,1,1,0.0116,248.0716813,1207.517122,0.017469837,58.20266864
1/1/2024 4:00,47.24730164,25.83915663,121.5247835,328.2582234,monitoring-vm-015,AWS,asia-south,t2.micro,1,1,0.0116,284.0793216,751.3037593,0.017562552,36.53818242
1/1/2024 4:05,65.04451926,32.97200566,449.4555668,715.9488276,batch-processor-017,Azure,us-west,B1s,1,1,0.012,251.970212,1028.531687,0.016865476,49.0035776
1/1/2024 4:10,52.24547236,35.3335167,229.9303986,855.5086708,load-balancer-003,AWS,us-west,n1-standard-1,1,3.75,0.0475,289.2425743,918.1572931,0.149429052,43.78949453
1/1/2024 4:15,55.57879943,19.84504968,286.1548551,555.0705762,db-instance-019,Azure,us-west,B1s,1,1,0.012,276.1321028,688.4153837,0.018990478,37.70664942
1/1/2024 4:20,49.90196329,71.18128315,365.3058699,153.1436532,db-instance-014,GCP,asia-south,t2.micro,1,1,0.0116,281.5049492,1132.732139,0.018929456,60.54162322
1/1/2024 4:25,59.64521119,93.95631314,373.7644285,266.1160435,load-balancer-025,Azure,asia-south,t2.micro,1,1,0.0116,249.0360202,1503.635489,0.018773999,76.80076216
1/1/2024 4:30,12.63259615,63.94805733,482.363296,630.0290668,db-instance-016,Azure,asia-south,n1-standard-1,1,3.75,0.0475,283.7593086,702.7047289,0.139274627,38.28522884
1/1/2024 4:35,55.56336716,64.09739721,513.62499,485.2469003,load-balancer-014,Azure,us-west,t2.micro,1,1,0.0116,268.5237434,1162.851055,0.018868122,59.82496031
1/1/2024 4:40,15.05943239,35.52410895,394.7847179,110.9864566,stream-handler-026,GCP,us-west,t2.micro,1,1,0.0116,244.6125353,544.8192457,0.015967954,25.29177067
1/1/2024 4:45,19.37562529,68.28898279,312.7712426,835.6219745,load-balancer-007,GCP,us-east,B1s,1,1,0.012,245.5623358,906.2119889,0.016905538,43.83230404
1/1/2024 4:50,32.1620283,23.60791054,352.5096476,751.0079049,ml-worker-004,Azure,us-west,B1s,1,1,0.012,244.6423136,563.0354852,0.016362818,27.88951464
1/1/2024 4:55,41.96107256,77.08947736,196.2558352,904.9231489,api-gateway-034,AWS,asia-south,t2.micro,1,1,0.0116,227.8907009,1243.526229,0.01679215,59.52527496
1/1/2024 5:00,75.85271683,76.17536953,94.2634755,891.9880583,stream-handler-006,Azure,us-west,B1s,1,1,0.012,230.0709306,1521.307486,0.017599238,76.01893185
1/1/2024 5:05,37.02566849,86.45684446,214.8443042,104.7311112,web-server-023,Azure,asia-south,t2.micro,1,1,0.0116,227.6315196,1228.612833,0.016604295,61.74125647
1/1/2024 5:10,100,65.66070359,356.3113623,536.7104419,micro-service-034,AWS,us-west,t2.micro,1,1,0.0116,225.256392,1610.227243,0.018544007,83.74643869
1/1/2024 5:15,68.50936243,75.4836602,394.5723538,787.4351304,compute-node-032,Azure,asia-south,t2.micro,1,1,0.0116,219.2921262,1396.355435,0.016901502,71.99651131
1/1/2024 5:20,14.51491717,56.85487319,237.7941206,859.5450918,analytics-engine-003,Azure,us-west,n1-standard-1,1,3.75,0.0475,243.2826335,698.3319801,0.130615131,35.68489518
1/1/2024 5:25,23.06529188,79.21067007,331.0025709,192.6410758,db-instance-030,AWS,us-east,n1-standard-1,1,3.75,0.0475,253.8896624,997.1931504,0.137766457,51.14302368
1/1/2024 5:30,15.36145918,77.93968143,341.3956678,160.770897,monitoring-vm-023,GCP,us-east,t2.micro,1,1,0.0116,218.3647666,867.6950386,0.016150416,46.65057031
1/1/2024 5:35,88.17553579,100,523.5389299,825.0642678,backup-server-031,AWS,asia-south,t2.micro,1,1,0.0116,215.9266698,1880.508994,0.018451645,94.59119414
1/1/2024 5:40,73.13791569,55.13248436,220.40185,837.8015031,load-balancer-024,AWS,asia-south,n1-standard-1,1,3.75,0.0475,210.1640057,1236.839556,0.124976724,64.13520002
1/1/2024 5:45,12.09309881,57.26115207,82.67641236,227.0912765,db-instance-007,AWS,asia-south,t2.micro,1,1,0.0116,298.0806197,648.15498,0.019094367,34.67712544
1/1/2024 5:50,81.3401923,65.90305962,509.2777557,461.1948834,analytics-engine-011,AWS,asia-south,n1-standard-1,1,3.75,0.0475,249.988758,1451.280273,0.144037727,73.62162596
1/1/2024 5:55,28.30506327,90.86376385,52.12755177,914.2666999,cache-server-015,Azure,us-east,n1-standard-1,1,3.75,0.0475,224.4482507,1192.280309,0.128368912,59.58911227
1/1/2024 6:00,14.99437761,53.93109974,438.1079596,514.3413938,stream-handler-017,Azure,asia-south,n1-standard-1,1,3.75,0.0475,248.9481191,732.4717416,0.123090864,34.4672442
1/1/2024 6:05,54.12202826,70.67437515,332.6840999,968.519596,ml-worker-016,AWS,asia-south,B1s,1,1,0.012,279.8058896,1205.004475,0.019135661,62.40351717
1/1/2024 6:10,36.40634655,28.04413365,269.3611441,435.3141014,ml-worker-011,Azure,us-east,B1s,1,1,0.012,272.2769842,652.3359155,0.018744686,32.23044696
1/1/2024 6:15,100,100,380.8495081,609.1688771,backup-server-012,GCP,us-west,B1s,1,1,0.012,220.9464689,2024.410125,0.018824426,100
1/1/2024 6:20,75.51621899,25.97682027,484.8725316,885.8686094,stream-handler-034,Azure,us-west,n1-standard-1,1,3.75,0.0475,251.6082762,1111.468438,0.144011106,50.74124836
1/1/2024 6:25,85.94629901,80.45744542,64.35680825,113.189309,load-balancer-016,Azure,us-west,t2.micro,1,1,0.0116,202.0264042,1642.576027,0.015917675,83.20187222
1/1/2024 6:30,96.05186745,22.87365665,308.3765367,430.2657249,analytics-engine-024,AWS,us-east,t2.micro,1,1,0.0116,230.932593,1249.39333,0.016907461,59.45790359
1/1/2024 6:35,43.69381652,31.95104563,69.5796102,810.7774003,app-node-031,GCP,us-east,B1s,1,1,0.012,239.1758712,758.6180799,0.016617129,37.82243107
1/1/2024 6:40,84.96228447,100,463.736827,346.0381592,micro-service-021,Azure,us-east,B1s,1,1,0.012,216.8839025,1861.297223,0.019307172,93.44671409
1/1/2024 6:45,98.22387169,66.15202541,156.6602101,721.9034459,db-instance-002,AWS,us-east,t2.micro,1,1,0.0116,209.4916604,1709.214228,0.017829077,82.18794855
1/1/2024 6:50,19.53615161,68.05769137,274.530273,768.1997421,web-server-024,Azure,asia-south,t2.micro,1,1,0.0116,257.4482175,879.2041169,0.016811525,43.79692149
1/1/2024 6:55,54.46150535,55.20080181,405.6912102,422.7041558,ml-worker-033,AWS,us-east,t2.micro,1,1,0.0116,224.8739013,1159.079931,0.015881183,54.83571714
1/1/2024 7:00,70.59635459,28.06727086,107.1598202,108.8147982,api-gateway-015,GCP,us-east,B1s,1,1,0.012,249.5071652,902.0206975,0.017319536,49.33181273
1/1/2024 7:05,43.7161609,47.64386012,440.8963009,398.9751082,batch-processor-022,AWS,us-west,B1s,1,1,0.012,258.3306647,917.1708459,0.01737066,45.67518533
1/1/2024 7:10,47.78814126,69.02034234,458.1762565,998.4050339,cache-server-013,GCP,us-east,B1s,1,1,0.012,237.5600903,1165.177175,0.018826582,58.4042418
1/1/2024 7:15,52.73188989,100,279.1543228,406.7712504,monitoring-vm-029,AWS,asia-south,B1s,1,1,0.012,218.0379391,1570.736271,0.018495207,76.81675931
1/1/2024 7:20,18.13335809,23.27275905,115.9543671,255.0414257,db-instance-007,Azure,us-west,t2.micro,1,1,0.0116,306.4785329,363.432146,0.0187475,20.69767136
1/1/2024 7:25,26.22346152,40.88155111,451.0296159,523.6438426,stream-handler-030,GCP,us-west,t2.micro,1,1,0.0116,254.9751814,696.1100895,0.017303308,33.55250631
1/1/2024 7:30,25.23222377,12.63920986,116.4322534,324.046058,api-gateway-018,AWS,us-east,B1s,1,1,0.012,257.2467252,330.8922966,0.016630539,18.93109722
1/1/2024 7:35,29.78848071,44.6045224,288.3341427,752.1252519,backup-server-002,GCP,us-west,n1-standard-1,1,3.75,0.0475,268.3048562,755.086375,0.142425848,37.19128831
1/1/2024 7:40,93.2421542,97.72434306,81.53164668,367.4027062,db-instance-018,GCP,us-west,B1s,1,1,0.012,226.6240983,1949.52068,0.018938826,95.48324863
1/1/2024 7:45,26.93611725,29.19344688,219.3658763,542.6397735,load-balancer-025,AWS,asia-south,B1s,1,1,0.012,260.2711186,630.4731779,0.018220598,28.06984334
1/1/2024 7:50,54.4280071,81.4575268,70.11440543,344.9215503,cache-server-007,Azure,us-east,t2.micro,1,1,0.0116,254.39796,1375.258589,0.018342966,67.94276695
1/1/2024 7:55,55.98044864,57.81816541,98.10810829,502.0462465,compute-node-029,GCP,asia-south,n1-standard-1,1,3.75,0.0475,226.6883573,1148.143521,0.136430496,56.89930702
1/1/2024 8:00,34.38562895,44.15986704,59.29838378,391.6425696,ml-worker-020,AWS,us-east,t2.micro,1,1,0.0116,255.5968282,731.1290816,0.01747911,39.26772526
1/1/2024 8:05,20.47886047,88.84356456,312.5243615,700.8835794,stream-handler-020,AWS,asia-south,n1-standard-1,1,3.75,0.0475,240.9173355,1166.151857,0.134620421,54.66614006
1/1/2024 8:10,16.12859377,52.80259037,284.2687279,697.729121,load-balancer-017,AWS,us-west,t2.micro,1,1,0.0116,227.6738363,680.6954434,0.015748459,34.46559207
1/1/2024 8:15,32.75289226,39.33296122,313.9448587,565.5725937,app-node-016,GCP,us-west,t2.micro,1,1,0.0116,227.5376787,746.8009636,0.016035462,36.04292674
1/1/2024 8:20,17.36443664,21.53335149,145.6220083,221.6865786,load-balancer-020,AWS,us-west,B1s,1,1,0.012,247.0716449,349.8263331,0.016313145,19.44889406
1/1/2024 8:25,26.29842131,93.18475768,88.4592601,587.666988,load-balancer-012,AWS,us-east,B1s,1,1,0.012,251.2218332,1192.253312,0.018491077,59.7467259
1/1/2024 8:30,19.33445362,44.1091295,468.2057479,846.3252666,api-gateway-006,Azure,us-east,t2.micro,1,1,0.0116,251.5886149,670.8034763,0.016753959,31.72660592
1/1/2024 8:35,25.42350483,70.30029822,469.0225938,602.1203514,micro-service-004,AWS,us-east,n1-standard-1,1,3.75,0.0475,235.933731,984.4546036,0.136834151,47.86190152
1/1/2024 8:40,85.70992861,29.0170017,211.6088913,522.2519549,cache-server-001,GCP,us-west,t2.micro,1,1,0.0116,249.4834868,1149.864935,0.018818331,57.36346516
1/1/2024 8:45,19.32012079,61.70280464,170.8605372,591.8662962,micro-service-020,GCP,us-east,t2.micro,1,1,0.0116,243.8191645,752.7153254,0.016527537,40.51146271
1/1/2024 8:50,56.89169655,14.39724273,197.8589695,217.0094629,monitoring-vm-004,GCP,us-east,n1-standard-1,1,3.75,0.0475,268.8631066,684.5663041,0.134151661,35.64938002
1/1/2024 8:55,34.6025487,74.98620364,412.1403203,668.5796825,micro-service-010,GCP,us-west,n1-standard-1,1,3.75,0.0475,234.5552473,1054.011292,0.143581657,54.79437617
1/1/2024 9:00,39.15444881,88.57984724,400.7940173,915.9871198,ml-worker-026,GCP,asia-south,B1s,1,1,0.012,223.3695101,1248.78102,0.017023673,63.86714802
1/1/2024 9:05,86.4591505,24.08406829,73.15844688,702.1178721,db-instance-003,Azure,asia-south,B1s,1,1,0.012,230.0390103,1117.076025,0.016477128,55.27160939
1/1/2024 9:10,21.63051756,78.1400052,134.8123444,236.8915274,ml-worker-006,GCP,us-east,t2.micro,1,1,0.0116,241.2789397,977.540374,0.016668335,49.88047163
1/1/2024 9:15,65.13590627,53.21250222,197.1416931,829.2126221,ml-worker-020,GCP,us-east,t2.micro,1,1,0.0116,231.6999877,1164.466302,0.01622105,59.17886546
1/1/2024 9:20,53.77572555,47.69446418,280.4004462,403.1441913,app-node-020,Azure,asia-south,B1s,1,1,0.012,275.2422334,1105.725349,0.019546912,50.73509486
1/1/2024 9:25,32.80418395,96.56532595,236.4767629,625.5089055,analytics-engine-002,AWS,asia-south,n1-standard-1,1,3.75,0.0475,256.3079006,1334.610091,0.145017849,64.68475495
1/1/2024 9:30,21.06748902,97.10346546,341.3405494,412.1301872,micro-service-034,AWS,us-east,B1s,1,1,0.012,252.3889291,1160.395652,0.018480254,59.08547724
1/1/2024 9:35,70.69916429,62.31968577,485.8486104,869.8972997,api-gateway-024,GCP,asia-south,B1s,1,1,0.012,250.8472096,1284.541828,0.019337258,66.50942503
1/1/2024 9:40,34.32536568,81.63412061,69.0432031,650.1241232,app-node-016,AWS,us-east,B1s,1,1,0.012,265.3214993,1177.287913,0.019093219,57.97974314
1/1/2024 9:45,38.23303854,78.65001873,93.5251921,807.7865885,compute-node-033,AWS,us-east,t2.micro,1,1,0.0116,220.2219271,1122.958425,0.016309264,58.44152863
1/1/2024 9:50,88.17912474,25.33424217,165.1848672,808.9162051,load-balancer-025,Azure,us-east,B1s,1,1,0.012,276.1745165,1208.235199,0.019413212,56.7512909
1/1/2024 9:55,73.03014777,59.31305819,164.5949963,414.3649552,cache-server-003,AWS,us-west,t2.micro,1,1,0.0116,218.2639912,1398.82062,0.017536911,66.17664232
1/1/2024 10:00,54.75155264,100,126.3276906,666.2005032,monitoring-vm-031,Azure,us-east,B1s,1,1,0.012,266.4759553,1565.546237,0.019106785,77.93445124
1/1/2024 10:05,12.55130836,95.50002383,506.6390121,656.8338174,backup-server-032,Azure,us-east,B1s,1,1,0.012,274.9308517,1092.589774,0.019425929,54.02566609
1/1/2024 10:10,70.96919119,22.86624449,298.070603,622.524593,ml-worker-022,AWS,us-west,B1s,1,1,0.012,257.5126497,913.724723,0.017344813,46.91771784
1/1/2024 10:15,86.75195712,86.02356891,233.1579861,186.1631168,micro-service-013,Azure,asia-south,B1s,1,1,0.012,190.7270682,1778.198448,0.016596187,86.38315296
1/1/2024 10:20,59.77055632,43.41190066,70.57861611,379.8233992,analytics-engine-014,GCP,us-west,t2.micro,1,1,0.0116,222.5155405,953.5866988,0.016453214,51.59122849
1/1/2024 10:25,57.51905632,91.43726634,202.8588819,406.2498914,api-gateway-011,Azure,asia-south,n1-standard-1,1,3.75,0.0475,217.8372896,1571.796656,0.134608585,74.47816133
1/1/2024 10:30,32.13144522,53.94594179,120.6019389,275.2072641,micro-service-011,AWS,us-west,n1-standard-1,1,3.75,0.0475,247.3621388,857.891506,0.145288163,43.04401152
1/1/2024 10:35,99.00197241,45.69486749,333.7162003,717.3086379,cache-server-031,AWS,asia-south,B1s,1,1,0.012,246.411342,1387.646554,0.01929863,72.34841995
1/1/2024 10:40,15.93658273,89.88665329,248.7747437,573.1491024,stream-handler-024,GCP,us-west,n1-standard-1,1,3.75,0.0475,217.6317045,1057.141678,0.123129932,52.91161801
1/1/2024 10:45,28.95209791,91.015214,142.6158897,272.2038365,batch-processor-020,AWS,us-east,n1-standard-1,1,3.75,0.0475,240.3354836,1172.444718,0.136893616,59.97864521
1/1/2024 10:50,59.83505709,15.64720181,392.3995632,499.5696186,batch-processor-024,Azure,asia-south,t2.micro,1,1,0.0116,231.236335,808.5010475,0.01711259,37.74604686
1/1/2024 10:55,43.50950137,57.0147297,113.1983684,249.0817428,web-server-029,AWS,asia-south,t2.micro,1,1,0.0116,219.7668975,968.5137561,0.016432935,50.26211553
1/1/2024 11:00,62.79321007,43.23270011,56.75042617,222.2524831,api-gateway-016,Azure,us-west,t2.micro,1,1,0.0116,232.8227351,1119.00531,0.016077131,53.01757496
1/1/2024 11:05,12.03598655,29.00634057,148.9791968,681.8134823,stream-handler-013,GCP,us-east,t2.micro,1,1,0.0116,264.6562508,434.0985598,0.016834901,20.52116356
1/1/2024 11:10,74.84000843,34.22501622,103.1431389,347.0943518,web-server-017,GCP,us-west,t2.micro,1,1,0.0116,279.7764446,1114.827651,0.018941326,54.52706941
1/1/2024 11:15,81.72435048,44.13230683,338.2415752,274.4306004,stream-handler-005,GCP,asia-south,B1s,1,1,0.012,232.1889891,1243.633937,0.017363531,62.92350545
1/1/2024 11:20,11.21197825,17.7665188,144.0894788,124.3455564,cache-server-026,GCP,asia-south,B1s,1,1,0.012,289.9154591,226.9898622,0.018067646,14.48422973
1/1/2024 11:25,49.87613974,94.00814655,434.8162944,424.1917297,compute-node-002,Azure,us-east,B1s,1,1,0.012,232.9079407,1365.563544,0.018730868,71.94734616
1/1/2024 11:30,61.40818736,33.19913567,321.8458253,455.692912,cache-server-002,Azure,us-west,B1s,1,1,0.012,224.261961,1028.579843,0.017509067,47.30366151
1/1/2024 11:35,39.9440092,100,430.7605727,247.4339858,web-server-034,AWS,us-east,n1-standard-1,1,3.75,0.0475,255.740151,1503.394014,0.149489086,72.15091854
1/1/2024 11:40,98.88122093,89.57321074,263.6723309,131.3390828,api-gateway-007,AWS,us-east,B1s,1,1,0.012,236.8844894,1791.125543,0.01966481,94.22721584
1/1/2024 11:45,63.68338633,31.56133801,107.1146765,809.1715036,backup-server-026,Azure,us-east,n1-standard-1,1,3.75,0.0475,237.6556397,968.9644386,0.129818692,47.62236217
1/1/2024 11:50,25.43599489,34.49100919,58.24792858,922.3621457,monitoring-vm-007,GCP,asia-south,t2.micro,1,1,0.0116,271.8303297,550.3769614,0.017390425,29.96350204
1/1/2024 11:55,33.27968844,57.49531864,329.4746766,813.0479453,analytics-engine-019,Azure,us-west,t2.micro,1,1,0.0116,245.1232447,954.9235011,0.016707057,45.38750354
1/1/2024 12:00,61.29380673,66.84422171,123.3723273,883.2528462,backup-server-007,Azure,asia-south,n1-standard-1,1,3.75,0.0475,205.4036327,1220.153465,0.130721842,64.06901422
1/1/2024 12:05,51.44829798,12.91198025,113.2679195,693.4450224,micro-service-028,Azure,us-west,n1-standard-1,1,3.75,0.0475,241.7253366,609.3311384,0.123947751,32.184676
1/1/2024 12:10,32.78296477,46.02695552,183.8523439,429.3158145,cache-server-026,AWS,us-east,B1s,1,1,0.012,257.1950303,841.9335727,0.018394432,39.40496014
1/1/2024 12:15,61.01267337,52.86831192,348.8368083,943.6553442,api-gateway-007,GCP,us-west,t2.micro,1,1,0.0116,234.6356515,1173.848617,0.017409323,56.94049264
1/1/2024 12:20,11.66088856,30.58593721,289.2828865,133.1580623,ml-worker-030,AWS,us-west,t2.micro,1,1,0.0116,275.2734349,418.0988381,0.015839146,21.12796436
1/1/2024 12:25,38.30563006,75.86579127,93.63279882,160.1993441,storage-vm-018,Azure,us-west,t2.micro,1,1,0.0116,229.2985719,1226.334485,0.01662969,57.08571066
1/1/2024 12:30,77.83576263,53.1416206,174.0163631,905.5492234,load-balancer-033,Azure,us-west,B1s,1,1,0.012,265.8487179,1362.374626,0.019469757,65.49409988
1/1/2024 12:35,32.69349792,59.83222931,201.3745056,172.918176,backup-server-011,Azure,us-west,B1s,1,1,0.012,237.4046551,954.6709934,0.017062423,46.25812405
1/1/2024 12:40,24.76657946,54.59609433,411.3797592,705.0950416,backup-server-027,AWS,us-east,t2.micro,1,1,0.0116,244.2099928,843.8287616,0.016164234,39.68598179
1/1/2024 12:45,72.14748691,86.24768041,162.0075311,539.3398856,ml-worker-024,Azure,us-east,B1s,1,1,0.012,224.4555219,1594.309777,0.01796203,79.20257312
1/1/2024 12:50,28.79966488,67.05659115,506.8411881,143.2303334,compute-node-031,AWS,us-west,B1s,1,1,0.012,269.3454373,1016.337431,0.019748342,47.93361367
